iter	Passed	Remaining
1666	142094	113624
1667	142215	113567
1668	142330	113506
1669	142447	113446
1670	142563	113384
1671	142684	113327
1672	142803	113269
1673	142916	113206
1674	143024	113138
1675	143121	113062
1676	143221	112988
1677	143323	112916
1678	143427	112845
1679	143531	112775
1680	143649	112715
1681	143732	112627
1682	143780	112512
1683	143830	112399
1684	143879	112285
1685	143931	112174
1686	143981	112061
1687	144028	111946
1688	144079	111834
1689	144125	111718
1690	144170	111602
1691	144226	111494
1692	144280	111384
1693	144333	111274
1694	144381	111160
1695	144425	111044
1696	144479	110934
1697	144523	110818
1698	144573	110706
1699	144621	110593
1700	144666	110476
1701	144715	110364
1702	144760	110249
1703	144806	110134
1704	144850	110018
1705	144896	109903
1706	144943	109790
1707	144991	109677
1708	145036	109562
1709	145084	109450
1710	145131	109336
1711	145178	109223
1712	145224	109108
1713	145272	108997
1714	145321	108885
1715	145374	108776
1716	145421	108664
1717	145468	108551
1718	145513	108436
1719	145558	108322
1720	145604	108209
1721	145645	108092
1722	145689	107977
1723	145739	107867
1724	145786	107755
1725	145832	107642
1726	145877	107528
1727	145928	107419
1728	145973	107306
1729	146023	107196
1730	146073	107087
1731	146118	106973
1732	146164	106860
1733	146213	106751
1734	146260	106639
1735	146305	106526
1736	146352	106414
1737	146403	106306
1738	146453	106197
1739	146501	106087
1740	146553	105979
1741	146604	105872
1742	146653	105762
1743	146702	105652
1744	146750	105542
1745	146798	105432
1746	146847	105323
1747	146899	105216
1748	146947	105106
1749	146991	104994
1750	147045	104888
1751	147096	104781
1752	147147	104673
1753	147198	104566
1754	147249	104458
1755	147300	104352
1756	147349	104243
1757	147399	104135
1758	147448	104027
1759	147497	103918
1760	147548	103811
1761	147593	103701
1762	147639	103590
1763	147687	103481
1764	147738	103375
1765	147785	103265
1766	147830	103155
1767	147879	103046
1768	147925	102937
1769	147970	102827
1770	148016	102717
1771	148062	102607
1772	148110	102499
1773	148160	102392
1774	148209	102285
1775	148259	102178
1776	148305	102069
1777	148354	101962
1778	148403	101855
1779	148449	101746
1780	148497	101638
1781	148545	101530
1782	148588	101420
1783	148634	101311
1784	148682	101204
1785	148732	101098
1786	148781	100991
1787	148830	100884
1788	148881	100780
1789	148927	100671
1790	148979	100567
1791	149029	100461
1792	149082	100358
1793	149128	100250
1794	149179	100145
1795	149228	100039
1796	149282	99937
1797	149327	99828
1798	149378	99723
1799	149426	99617
1800	149475	99512
1801	149520	99403
1802	149568	99297
1803	149612	99188
1804	149661	99083
1805	149708	98976
1806	149758	98872
1807	149803	98764
1808	149852	98659
1809	149899	98552
1810	149945	98445
1811	149990	98338
1812	150040	98234
1813	150083	98125
1814	150130	98019
1815	150176	97912
1816	150225	97807
1817	150272	97701
1818	150318	97595
1819	150364	97489
1820	150410	97383
1821	150456	97276
1822	150505	97171
1823	150559	97071
1824	150603	96963
1825	150651	96859
1826	150694	96751
1827	150740	96645
1828	150788	96540
1829	150838	96437
1830	150883	96331
1831	150930	96226
1832	150974	96119
1833	151019	96013
1834	151068	95910
1835	151119	95807
1836	151166	95703
1837	151215	95599
1838	151262	95495
1839	151310	95391
1840	151357	95286
1841	151401	95180
1842	151448	95076
1843	151496	94972
1844	151540	94866
1845	151584	94760
1846	151628	94654
1847	151675	94550
1848	151722	94447
1849	151768	94342
1850	151813	94237
1851	151858	94132
1852	151907	94030
1853	151956	93927
1854	152004	93825
1855	152054	93723
1856	152100	93619
1857	152151	93518
1858	152199	93415
1859	152250	93314
1860	152293	93209
1861	152342	93107
1862	152390	93004
1863	152442	92904
1864	152494	92804
1865	152542	92702
1866	152588	92599
1867	152639	92498
1868	152686	92395
1869	152738	92296
1870	152785	92194
1871	152835	92093
1872	152882	91990
1873	152933	91890
1874	152976	91786
1875	153027	91686
1876	153076	91585
1877	153126	91484
1878	153175	91383
1879	153225	91283
1880	153274	91182
1881	153327	91083
1882	153370	90979
1883	153422	90880
1884	153473	90781
1885	153519	90679
1886	153567	90577
1887	153616	90477
1888	153663	90376
1889	153711	90274
1890	153763	90176
1891	153811	90075
1892	153861	89976
1893	153908	89874
1894	153958	89775
1895	154005	89674
1896	154049	89571
1897	154094	89469
1898	154140	89367
1899	154188	89266
1900	154242	89170
1901	154293	89071
1902	154344	88973
1903	154390	88871
1904	154441	88773
1905	154486	88671
1906	154532	88570
1907	154580	88470
1908	154625	88368
1909	154667	88265
1910	154716	88166
1911	154764	88066
1912	154808	87964
1913	154853	87863
1914	154900	87763
1915	154946	87662
1916	154993	87563
1917	155040	87462
1918	155090	87364
1919	155136	87264
1920	155184	87165
1921	155230	87064
1922	155277	86965
1923	155321	86864
1924	155371	86765
1925	155413	86663
1926	155458	86563
1927	155503	86462
1928	155551	86363
1929	155595	86262
1930	155643	86164
1931	155689	86064
1932	155737	85965
1933	155782	85865
1934	155831	85767
1935	155877	85667
1936	155927	85570
1937	155971	85470
1938	156021	85373
1939	156067	85273
1940	156118	85177
1941	156168	85080
1942	156218	84983
1943	156268	84886
1944	156316	84788
1945	156366	84691
1946	156415	84594
1947	156467	84498
1948	156514	84400
1949	156563	84303
1950	156613	84207
1951	156665	84111
1952	156714	84014
1953	156765	83918
1954	156816	83822
1955	156866	83726
1956	156915	83629
1957	156965	83533
1958	157015	83436
1959	157067	83341
1960	157114	83244
1961	157164	83148
1962	157211	83050
1963	157260	82953
1964	157307	82856
1965	157356	82760
1966	157405	82663
1967	157453	82567
1968	157501	82470
1969	157549	82373
1970	157594	82275
1971	157644	82179
1972	157692	82083
1973	157741	81987
1974	157790	81891
1975	157834	81792
1976	157883	81696
1977	157927	81598
1978	157977	81503
1979	158021	81405
1980	158072	81310
1981	158117	81212
1982	158166	81117
1983	158212	81020
1984	158261	80924
1985	158304	80825
1986	158353	80730
1987	158400	80634
1988	158450	80539
1989	158493	80441
1990	158537	80343
1991	158585	80248
1992	158633	80152
1993	158678	80055
1994	158732	79963
1995	158778	79866
1996	158827	79771
1997	158872	79674
1998	158921	79580
1999	158966	79483
2000	159013	79387
2001	159056	79289
2002	159104	79194
2003	159148	79097
2004	159199	79004
2005	159242	78906
2006	159292	78812
2007	159336	78716
2008	159387	78622
2009	159429	78525
2010	159479	78431
2011	159522	78334
2012	159570	78239
2013	159616	78143
2014	159668	78051
2015	159710	77954
2016	159760	77860
2017	159806	77764
2018	159855	77671
2019	159898	77574
2020	159947	77480
2021	159995	77386
2022	160045	77293
2023	160088	77196
2024	160134	77101
2025	160178	77005
2026	160224	76910
2027	160269	76815
2028	160318	76722
2029	160364	76627
2030	160414	76534
2031	160460	76439
2032	160510	76346
2033	160556	76252
2034	160603	76158
2035	160648	76063
2036	160699	75971
2037	160747	75877
2038	160801	75787
2039	160850	75694
2040	160902	75602
2041	160949	75509
2042	160998	75416
2043	161046	75323
2044	161099	75232
2045	161144	75137
2046	161195	75046
2047	161242	74952
2048	161291	74859
2049	161334	74764
2050	161386	74673
2051	161432	74580
2052	161486	74489
2053	161533	74396
2054	161584	74305
2055	161636	74214
2056	161685	74122
2057	161735	74030
2058	161784	73938
2059	161835	73847
2060	161883	73754
2061	161935	73663
2062	161982	73571
2063	162032	73479
2064	162083	73389
2065	162135	73298
2066	162184	73206
2067	162233	73115
2068	162284	73024
2069	162334	72932
2070	162388	72843
2071	162438	72752
2072	162486	72660
2073	162535	72569
2074	162585	72477
2075	162634	72386
2076	162681	72294
2077	162730	72203
2078	162776	72110
2079	162825	72019
2080	162874	71927
2081	162920	71835
2082	162971	71744
2083	163018	71653
2084	163070	71563
2085	163117	71471
2086	163167	71381
2087	163211	71287
2088	163263	71198
2089	163313	71107
2090	163364	71017
2091	163406	70924
2092	163460	70835
2093	163506	70743
2094	163556	70653
2095	163603	70561
2096	163654	70471
2097	163697	70378
2098	163743	70287
2099	163787	70194
2100	163834	70103
2101	163882	70012
2102	163929	69921
2103	163976	69830
2104	164022	69738
2105	164070	69648
2106	164115	69556
2107	164160	69464
2108	164203	69372
2109	164252	69282
2110	164298	69190
2111	164350	69101
2112	164400	69012
2113	164455	68925
2114	164503	68834
2115	164553	68745
2116	164600	68654
2117	164648	68564
2118	164690	68472
2119	164740	68383
2120	164787	68292
2121	164835	68202
2122	164881	68111
2123	164930	68022
2124	164978	67932
2125	165028	67843
2126	165072	67751
2127	165116	67660
2128	165165	67571
2129	165211	67480
2130	165255	67389
2131	165303	67299
2132	165348	67209
2133	165393	67118
2134	165441	67028
2135	165487	66938
2136	165533	66848
2137	165582	66759
2138	165626	66668
2139	165673	66579
2140	165721	66489
2141	165765	66398
2142	165812	66309
2143	165863	66221
2144	165909	66131
2145	165958	66042
2146	166003	65952
2147	166051	65864
2148	166101	65775
2149	166148	65686
2150	166199	65598
2151	166250	65511
2152	166298	65422
2153	166347	65334
2154	166397	65246
2155	166445	65157
2156	166491	65068
2157	166540	64980
2158	166592	64893
2159	166642	64805
2160	166690	64716
2161	166737	64628
2162	166787	64540
2163	166833	64451
2164	166884	64364
2165	166928	64274
2166	166981	64187
2167	167027	64099
2168	167080	64013
2169	167127	63924
2170	167182	63838
2171	167228	63750
2172	167284	63664
2173	167328	63575
2174	167378	63488
2175	167425	63400
2176	167475	63312
2177	167519	63223
2178	167572	63137
2179	167623	63050
2180	167675	62964
2181	167722	62876
2182	167773	62790
2183	167821	62702
2184	167871	62615
2185	167917	62527
2186	167970	62441
2187	168020	62355
2188	168073	62269
2189	168122	62182
2190	168175	62096
2191	168223	62009
2192	168270	61921
2193	168318	61834
2194	168371	61748
2195	168416	61660
2196	168470	61575
2197	168518	61488
2198	168572	61403
2199	168618	61315
2200	168670	61230
2201	168717	61142
2202	168769	61057
2203	168816	60970
2204	168865	60883
2205	168913	60796
2206	168963	60710
2207	169007	60622
2208	169058	60536
2209	169105	60449
2210	169153	60362
2211	169201	60276
2212	169250	60189
2213	169302	60104
2214	169345	60016
2215	169395	59930
2216	169438	59842
2217	169487	59756
2218	169535	59669
2219	169587	59584
2220	169636	59498
2221	169686	59413
2222	169733	59326
2223	169784	59241
2224	169829	59154
2225	169879	59068
2226	169929	58983
2227	169978	58897
2228	170025	58810
2229	170075	58725
2230	170122	58639
2231	170171	58553
2232	170219	58467
2233	170265	58381
2234	170317	58296
2235	170364	58210
2236	170418	58126
2237	170463	58039
2238	170512	57954
2239	170560	57868
2240	170611	57784
2241	170658	57698
2242	170709	57613
2243	170756	57527
2244	170803	57441
2245	170852	57356
2246	170897	57269
2247	170946	57184
2248	170990	57098
2249	171041	57013
2250	171092	56929
2251	171143	56845
2252	171191	56759
2253	171243	56675
2254	171290	56590
2255	171339	56505
2256	171383	56418
2257	171432	56334
2258	171477	56248
2259	171527	56163
2260	171572	56077
2261	171616	55991
2262	171662	55905
2263	171706	55819
2264	171753	55734
2265	171796	55648
2266	171843	55562
2267	171889	55477
2268	171938	55393
2269	171981	55306
2270	172027	55221
2271	172075	55137
2272	172119	55051
2273	172166	54965
2274	172214	54881
2275	172258	54795
2276	172303	54710
2277	172354	54626
2278	172397	54540
2279	172450	54458
2280	172495	54372
2281	172546	54289
2282	172591	54204
2283	172639	54119
2284	172686	54035
2285	172734	53951
2286	172780	53866
2287	172828	53782
2288	172875	53697
2289	172916	53611
2290	172967	53528
2291	173009	53442
2292	173060	53359
2293	173103	53274
2294	173151	53190
2295	173199	53106
2296	173247	53022
2297	173293	52938
2298	173340	52854
2299	173388	52770
2300	173434	52686
2301	173481	52602
2302	173531	52518
2303	173576	52434
2304	173620	52349
2305	173670	52266
2306	173714	52182
2307	173762	52098
2308	173805	52013
2309	173854	51930
2310	173900	51846
2311	173948	51763
2312	173994	51679
2313	174042	51596
2314	174088	51512
2315	174132	51427
2316	174178	51344
2317	174219	51258
2318	174272	51177
2319	174318	51093
2320	174368	51010
2321	174424	50930
2322	174476	50848
2323	174529	50766
2324	174574	50682
2325	174620	50599
2326	174669	50516
2327	174715	50433
2328	174763	50350
2329	174810	50267
2330	174865	50186
2331	174911	50103
2332	174962	50021
2333	175012	49939
2334	175061	49856
2335	175106	49773
2336	175152	49690
2337	175202	49608
2338	175252	49526
2339	175304	49444
2340	175352	49362
2341	175399	49279
2342	175448	49197
2343	175500	49116
2344	175550	49034
2345	175603	48953
2346	175649	48870
2347	175700	48789
2348	175745	48706
2349	175797	48624
2350	175844	48542
2351	175895	48461
2352	175946	48379
2353	175996	48298
2354	176045	48216
2355	176092	48133
2356	176143	48052
2357	176189	47970
2358	176241	47889
2359	176286	47806
2360	176336	47725
2361	176382	47642
2362	176432	47561
2363	176481	47479
2364	176532	47398
2365	176577	47316
2366	176626	47234
2367	176674	47153
2368	176719	47070
2369	176774	46990
2370	176820	46908
2371	176870	46827
2372	176913	46744
2373	176963	46663
2374	177010	46581
2375	177060	46500
2376	177106	46418
2377	177155	46337
2378	177203	46256
2379	177252	46175
2380	177299	46093
2381	177346	46011
2382	177398	45931
2383	177443	45849
2384	177493	45768
2385	177537	45686
2386	177588	45606
2387	177633	45524
2388	177682	45443
2389	177724	45360
2390	177772	45279
2391	177819	45198
2392	177864	45116
2393	177911	45035
2394	177953	44952
2395	178003	44872
2396	178048	44790
2397	178097	44710
2398	178143	44628
2399	178192	44548
2400	178238	44466
2401	178284	44385
2402	178330	44304
2403	178377	44223
2404	178422	44141
2405	178466	44060
2406	178517	43980
2407	178561	43898
2408	178611	43818
2409	178655	43737
2410	178704	43657
2411	178750	43576
2412	178799	43495
2413	178844	43414
2414	178889	43333
2415	178935	43252
2416	178983	43172
2417	179029	43091
2418	179074	43010
2419	179124	42930
2420	179166	42848
2421	179219	42769
2422	179264	42689
2423	179313	42609
2424	179357	42528
2425	179408	42448
2426	179457	42368
2427	179500	42287
2428	179549	42207
2429	179593	42126
2430	179644	42047
2431	179686	41966
2432	179733	41886
2433	179782	41806
2434	179828	41726
2435	179876	41646
2436	179923	41566
2437	179967	41485
2438	180011	41404
2439	180064	41326
2440	180107	41245
2441	180156	41165
2442	180200	41085
2443	180250	41006
2444	180294	40925
2445	180344	40846
2446	180388	40766
2447	180439	40687
2448	180484	40607
2449	180534	40528
2450	180584	40449
2451	180631	40369
2452	180679	40290
2453	180725	40210
2454	180777	40131
2455	180822	40051
2456	180870	39972
2457	180917	39893
2458	180963	39813
2459	181011	39734
2460	181055	39654
2461	181104	39575
2462	181149	39495
2463	181200	39416
2464	181244	39337
2465	181294	39258
2466	181343	39179
2467	181388	39100
2468	181445	39022
2469	181494	38944
2470	181547	38866
2471	181592	38786
2472	181643	38708
2473	181693	38630
2474	181748	38552
2475	181795	38473
2476	181841	38394
2477	181891	38316
2478	181935	38236
2479	181990	38159
2480	182036	38080
2481	182088	38002
2482	182134	37923
2483	182186	37845
2484	182231	37766
2485	182284	37688
2486	182334	37610
2487	182383	37532
2488	182429	37453
2489	182473	37374
2490	182523	37296
2491	182568	37216
2492	182621	37139
2493	182666	37060
2494	182718	36983
2495	182764	36904
2496	182814	36826
2497	182860	36747
2498	182904	36668
2499	182955	36591
2500	183002	36512
2501	183052	36434
2502	183097	36356
2503	183149	36278
2504	183197	36200
2505	183243	36122
2506	183290	36044
2507	183333	35964
2508	183382	35887
2509	183428	35808
2510	183479	35731
2511	183523	35652
2512	183573	35575
2513	183617	35496
2514	183662	35418
2515	183710	35340
2516	183754	35261
2517	183804	35184
2518	183848	35105
2519	183900	35028
2520	183945	34950
2521	183997	34873
2522	184044	34795
2523	184094	34718
2524	184139	34640
2525	184184	34561
2526	184233	34484
2527	184276	34406
2528	184324	34328
2529	184370	34250
2530	184419	34173
2531	184463	34095
2532	184513	34018
2533	184561	33940
2534	184607	33862
2535	184653	33785
2536	184699	33707
2537	184747	33630
2538	184790	33551
2539	184838	33474
2540	184883	33396
2541	184926	33318
2542	184967	33240
2543	185009	33162
2544	185060	33085
2545	185102	33007
2546	185150	32930
2547	185194	32852
2548	185240	32774
2549	185288	32698
2550	185331	32620
2551	185382	32543
2552	185427	32466
2553	185476	32389
2554	185519	32311
2555	185565	32234
2556	185611	32157
2557	185656	32079
2558	185706	32003
2559	185750	31925
2560	185800	31849
2561	185843	31771
2562	185890	31694
2563	185933	31617
2564	185979	31540
2565	186025	31463
2566	186072	31386
2567	186120	31310
2568	186163	31232
2569	186217	31157
2570	186265	31080
2571	186315	31004
2572	186360	30927
2573	186414	30851
2574	186463	30775
2575	186514	30699
2576	186559	30622
2577	186608	30546
2578	186654	30469
2579	186702	30393
2580	186752	30317
2581	186798	30240
2582	186849	30164
2583	186895	30088
2584	186943	30012
2585	186989	29935
2586	187035	29859
2587	187087	29783
2588	187133	29707
2589	187184	29631
2590	187235	29555
2591	187285	29480
2592	187328	29403
2593	187379	29327
2594	187427	29251
2595	187473	29175
2596	187525	29100
2597	187572	29023
2598	187624	28948
2599	187673	28872
2600	187724	28797
2601	187773	28721
2602	187822	28646
2603	187869	28570
2604	187919	28494
2605	187971	28419
2606	188020	28343
2607	188071	28268
2608	188120	28192
2609	188166	28116
2610	188213	28041
2611	188258	27964
2612	188311	27890
2613	188360	27814
2614	188413	27739
2615	188460	27663
2616	188511	27588
2617	188557	27512
2618	188605	27437
2619	188652	27361
2620	188701	27286
2621	188752	27211
2622	188800	27136
2623	188850	27060
2624	188898	26985
2625	188944	26909
2626	188994	26834
2627	189042	26759
2628	189095	26684
2629	189141	26609
2630	189192	26534
2631	189236	26458
2632	189286	26383
2633	189330	26307
2634	189378	26232
2635	189428	26157
2636	189471	26082
2637	189521	26007
2638	189566	25931
2639	189616	25856
2640	189661	25781
2641	189710	25706
2642	189755	25631
2643	189802	25555
2644	189847	25480
2645	189890	25404
2646	189938	25329
2647	189982	25254
2648	190027	25179
2649	190074	25104
2650	190119	25028
2651	190171	24954
2652	190216	24879
2653	190266	24804
2654	190314	24730
2655	190363	24655
2656	190407	24580
2657	190452	24505
2658	190501	24430
2659	190545	24355
2660	190595	24281
2661	190637	24205
2662	190686	24131
2663	190730	24056
2664	190777	23981
2665	190821	23906
2666	190865	23831
2667	190912	23756
2668	190957	23681
2669	191002	23607
2670	191049	23532
2671	191096	23457
2672	191142	23383
2673	191184	23308
2674	191231	23233
2675	191279	23159
2676	191327	23085
2677	191373	23010
2678	191420	22936
2679	191466	22861
2680	191509	22786
2681	191560	22713
2682	191604	22638
2683	191656	22564
2684	191701	22490
2685	191748	22415
2686	191795	22341
2687	191840	22267
2688	191891	22193
2689	191936	22119
2690	191986	22045
2691	192034	21971
2692	192080	21897
2693	192127	21822
2694	192175	21748
2695	192225	21675
2696	192272	21601
2697	192323	21527
2698	192372	21453
2699	192423	21380
2700	192470	21306
2701	192516	21232
2702	192567	21158
2703	192614	21085
2704	192667	21011
2705	192714	20937
2706	192760	20863
2707	192812	20790
2708	192859	20716
2709	192914	20643
2710	192961	20570
2711	193014	20497
2712	193059	20423
2713	193106	20349
2714	193154	20275
2715	193201	20202
2716	193252	20129
2717	193298	20055
2718	193350	19982
2719	193397	19908
2720	193446	19835
2721	193493	19761
2722	193540	19688
2723	193594	19615
2724	193643	19542
2725	193696	19469
2726	193745	19395
2727	193794	19322
2728	193840	19249
2729	193882	19175
2730	193935	19102
2731	193983	19029
2732	194031	18955
2733	194078	18882
2734	194124	18809
2735	194175	18736
2736	194221	18662
2737	194272	18590
2738	194319	18516
2739	194367	18443
2740	194416	18370
2741	194464	18297
2742	194518	18225
2743	194568	18152
2744	194619	18079
2745	194668	18006
2746	194718	17933
2747	194767	17860
2748	194814	17787
2749	194863	17714
2750	194908	17641
2751	194958	17568
2752	195003	17495
2753	195052	17422
2754	195099	17350
2755	195143	17276
2756	195192	17204
2757	195237	17131
2758	195283	17058
2759	195329	16985
2760	195372	16912
2761	195424	16839
2762	195467	16766
2763	195518	16694
2764	195565	16621
2765	195613	16548
2766	195658	16475
2767	195702	16402
2768	195751	16330
2769	195797	16257
2770	195845	16184
2771	195888	16112
2772	195935	16039
2773	195982	15966
2774	196025	15893
2775	196073	15821
2776	196122	15749
2777	196169	15676
2778	196215	15604
2779	196260	15531
2780	196311	15459
2781	196357	15386
2782	196407	15314
2783	196452	15242
2784	196497	15169
2785	196544	15097
2786	196587	15024
2787	196639	14952
2788	196684	14880
2789	196729	14807
2790	196774	14735
2791	196821	14662
2792	196866	14590
2793	196912	14518
2794	196958	14445
2795	197001	14373
2796	197054	14301
2797	197100	14229
2798	197147	14157
2799	197193	14085
2800	197242	14013
2801	197288	13941
2802	197331	13868
2803	197380	13796
2804	197426	13724
2805	197473	13652
2806	197522	13580
2807	197567	13508
2808	197620	13437
2809	197662	13365
2810	197712	13293
2811	197756	13221
2812	197804	13149
2813	197851	13077
2814	197898	13005
2815	197948	12934
2816	197996	12862
2817	198045	12790
2818	198092	12718
2819	198137	12647
2820	198189	12575
2821	198237	12503
2822	198288	12432
2823	198336	12360
2824	198384	12289
2825	198433	12217
2826	198479	12146
2827	198531	12074
2828	198576	12003
2829	198626	11931
2830	198675	11860
2831	198723	11788
2832	198775	11717
2833	198821	11645
2834	198870	11574
2835	198919	11503
2836	198967	11431
2837	199021	11360
2838	199069	11289
2839	199122	11218
2840	199168	11146
2841	199219	11075
2842	199266	11004
2843	199317	10933
2844	199367	10861
2845	199414	10790
2846	199462	10719
2847	199508	10647
2848	199555	10576
2849	199600	10505
2850	199644	10433
2851	199695	10362
2852	199743	10291
2853	199795	10220
2854	199841	10149
2855	199891	10078
2856	199942	10007
2857	199988	9936
2858	200038	9865
2859	200080	9794
2860	200126	9723
2861	200174	9652
2862	200218	9580
2863	200272	9510
2864	200315	9438
2865	200362	9367
2866	200410	9297
2867	200455	9225
2868	200503	9155
2869	200546	9083
2870	200596	9013
2871	200642	8942
2872	200690	8871
2873	200737	8800
2874	200780	8729
2875	200832	8658
2876	200881	8588
2877	200931	8517
2878	200978	8446
2879	201028	8376
2880	201074	8305
2881	201117	8234
2882	201164	8163
2883	201213	8093
2884	201262	8022
2885	201310	7951
2886	201354	7881
2887	201403	7810
2888	201449	7740
2889	201497	7669
2890	201542	7598
2891	201591	7528
2892	201636	7457
2893	201682	7387
2894	201732	7316
2895	201779	7246
2896	201827	7175
2897	201874	7105
2898	201916	7034
2899	201966	6964
2900	202013	6893
2901	202062	6823
2902	202111	6753
2903	202155	6682
2904	202203	6612
2905	202253	6542
2906	202301	6471
2907	202350	6401
2908	202397	6331
2909	202452	6261
2910	202500	6191
2911	202548	6120
2912	202595	6050
2913	202645	5980
2914	202694	5910
2915	202739	5840
2916	202793	5770
2917	202842	5700
2918	202891	5630
2919	202940	5560
2920	202985	5489
2921	203033	5419
2922	203078	5349
2923	203127	5279
2924	203174	5209
2925	203218	5139
2926	203271	5069
2927	203317	4999
2928	203361	4929
2929	203405	4859
2930	203449	4789
2931	203497	4719
2932	203542	4649
2933	203589	4579
2934	203635	4509
2935	203678	4439
2936	203724	4369
2937	203770	4300
2938	203813	4230
2939	203859	4160
2940	203904	4090
2941	203957	4020
2942	204000	3951
2943	204045	3881
2944	204091	3811
2945	204137	3741
2946	204184	3672
2947	204231	3602
2948	204280	3532
2949	204325	3463
2950	204369	3393
2951	204417	3323
2952	204462	3254
2953	204509	3184
2954	204557	3115
2955	204604	3045
2956	204651	2975
2957	204700	2906
2958	204750	2837
2959	204796	2767
2960	204844	2698
2961	204889	2628
2962	204932	2559
2963	204978	2489
2964	205024	2420
2965	205063	2350
2966	205112	2281
2967	205156	2211
2968	205200	2142
2969	205247	2073
2970	205289	2003
2971	205338	1934
2972	205381	1865
2973	205430	1795
2974	205476	1726
2975	205519	1657
2976	205569	1588
2977	205614	1518
2978	205664	1449
2979	205710	1380
2980	205758	1311
2981	205806	1242
2982	205854	1173
2983	205904	1104
2984	205951	1034
2985	206002	965
2986	206051	896
2987	206096	827
2988	206144	758
2989	206191	689
2990	206243	620
2991	206293	551
2992	206340	482
2993	206391	413
2994	206437	344
2995	206487	275
2996	206540	206
2997	206588	137
2998	206641	68
2999	206687	0
