iter	Passed	Remaining
828	43390	113632
829	43516	113771
830	43641	113909
831	43773	114063
832	43896	114194
833	44020	114325
834	44149	114470
835	44260	114569
836	44375	114675
837	44499	114806
838	44612	114908
839	44729	115019
840	44845	115125
841	44962	115237
842	45072	115326
843	45203	115473
844	45306	115544
845	45416	115634
846	45523	115717
847	45631	115800
848	45733	115869
849	45829	115922
850	45945	116024
851	46061	116126
852	46157	116179
853	46258	116243
854	46354	116292
855	46461	116371
856	46568	116449
857	46672	116518
858	46767	116564
859	46875	116642
860	46981	116716
861	47079	116770
862	47185	116842
863	47295	116925
864	47422	117048
865	47536	117138
866	47647	117223
867	47766	117326
868	47881	117416
869	48001	117520
870	48118	117616
871	48235	117712
872	48360	117827
873	48488	117948
874	48612	118059
875	48724	118139
876	48818	118177
877	48931	118260
878	49059	118378
879	49181	118483
880	49302	118582
881	49417	118670
882	49522	118729
883	49637	118815
884	49754	118904
885	49870	118992
886	49991	119089
887	50114	119190
888	50234	119286
889	50363	119401
890	50482	119493
891	50606	119594
892	50735	119708
893	50851	119790
894	50976	119894
895	51105	120007
896	51213	120069
897	51346	120190
898	51465	120277
899	51587	120369
900	51719	120486
901	51843	120584
902	51964	120674
903	52089	120774
904	52206	120853
905	52327	120942
906	52443	121019
907	52560	121096
908	52677	121176
909	52799	121264
910	52923	121358
911	53045	121446
912	53164	121527
913	53290	121624
914	53419	121726
915	53540	121811
916	53666	121905
917	53786	121986
918	53922	122102
919	54044	122187
920	54173	122286
921	54300	122382
922	54420	122461
923	54542	122543
924	54667	122633
925	54782	122699
926	54913	122800
927	55039	122889
928	55163	122975
929	55280	123044
930	55409	123139
931	55532	123219
932	55654	123299
933	55770	123363
934	55886	123428
935	56004	123496
936	56133	123588
937	56256	123668
938	56371	123729
939	56489	123796
940	56606	123859
941	56714	123904
942	56821	123947
943	56928	123988
944	57041	124042
945	57156	124100
946	57257	124129
947	57350	124137
948	57454	124171
949	57556	124200
950	57670	124255
951	57770	124280
952	57878	124321
953	57984	124356
954	58087	124386
955	58201	124438
956	58315	124491
957	58427	124539
958	58542	124593
959	58657	124647
960	58772	124700
961	58884	124746
962	58986	124771
963	59096	124813
964	59208	124859
965	59313	124888
966	59427	124939
967	59532	124969
968	59637	124998
969	59739	125021
970	59831	125024
971	59946	125073
972	60057	125115
973	60167	125153
974	60260	125157
975	60366	125186
976	60461	125193
977	60565	125218
978	60668	125241
979	60765	125251
980	60874	125286
981	60984	125323
982	61099	125368
983	61220	125427
984	61329	125461
985	61441	125500
986	61540	125513
987	61638	125522
988	61742	125544
989	61847	125568
990	61945	125578
991	62056	125613
992	62163	125641
993	62269	125666
994	62380	125701
995	62495	125743
996	62620	125806
997	62744	125867
998	62857	125903
999	62985	125970
1000	63101	126013
1001	63212	126047
1002	63335	126102
1003	63457	126155
1004	63584	126220
1005	63712	126284
1006	63839	126347
1007	63962	126401
1008	64086	126458
1009	64218	126529
1010	64332	126565
1011	64457	126621
1012	64565	126645
1013	64672	126665
1014	64778	126684
1015	64901	126737
1016	65035	126809
1017	65142	126829
1018	65266	126882
1019	65382	126918
1020	65510	126979
1021	65627	127016
1022	65749	127064
1023	65873	127115
1024	66003	127176
1025	66129	127231
1026	66250	127275
1027	66370	127317
1028	66502	127382
1029	66622	127424
1030	66729	127439
1031	66833	127450
1032	66952	127488
1033	67076	127536
1034	67197	127577
1035	67307	127598
1036	67417	127618
1037	67526	127636
1038	67631	127647
1039	67749	127682
1040	67853	127689
1041	67960	127703
1042	68062	127706
1043	68157	127697
1044	68268	127718
1045	68387	127751
1046	68510	127795
1047	68626	127824
1048	68741	127850
1049	68861	127885
1050	68980	127919
1051	69095	127944
1052	69212	127974
1053	69331	128006
1054	69458	128054
1055	69577	128086
1056	69679	128086
1057	69788	128098
1058	69913	128141
1059	70027	128163
1060	70132	128169
1061	70243	128184
1062	70357	128205
1063	70480	128242
1064	70599	128272
1065	70718	128301
1066	70834	128325
1067	70959	128365
1068	71075	128388
1069	71198	128423
1070	71316	128449
1071	71441	128487
1072	71554	128503
1073	71678	128539
1074	71803	128579
1075	71920	128601
1076	72043	128635
1077	72157	128652
1078	72271	128668
1079	72396	128705
1080	72522	128742
1081	72640	128766
1082	72769	128808
1083	72886	128828
1084	73013	128866
1085	73132	128890
1086	73251	128914
1087	73371	128940
1088	73500	128979
1089	73625	129014
1090	73750	129045
1091	73865	129060
1092	73981	129078
1093	74103	129105
1094	74220	129122
1095	74345	129155
1096	74471	129188
1097	74590	129209
1098	74707	129226
1099	74835	129261
1100	74953	129279
1101	75079	129311
1102	75208	129347
1103	75330	129371
1104	75455	129401
1105	75569	129410
1106	75690	129432
1107	75798	129432
1108	75924	129461
1109	76048	129488
1110	76163	129498
1111	76288	129526
1112	76421	129565
1113	76561	129618
1114	76671	129619
1115	76785	129626
1116	76897	129630
1117	77022	129657
1118	77152	129691
1119	77267	129698
1120	77387	129714
1121	77505	129728
1122	77627	129748
1123	77744	129758
1124	77855	129758
1125	77975	129773
1126	78102	129800
1127	78227	129824
1128	78355	129852
1129	78475	129866
1130	78599	129886
1131	78725	129910
1132	78849	129931
1133	78981	129964
1134	79096	129968
1135	79210	129972
1136	79337	129995
1137	79462	130017
1138	79576	130018
1139	79695	130029
1140	79819	130047
1141	79931	130046
1142	80044	130045
1143	80161	130052
1144	80270	130045
1145	80391	130057
1146	80504	130057
1147	80628	130073
1148	80762	130106
1149	80886	130121
1150	81010	130137
1151	81129	130145
1152	81246	130150
1153	81363	130153
1154	81486	130167
1155	81597	130160
1156	81717	130168
1157	81838	130179
1158	81962	130192
1159	82084	130203
1160	82219	130234
1161	82338	130239
1162	82454	130239
1163	82576	130249
1164	82695	130253
1165	82815	130260
1166	82939	130272
1167	83071	130296
1168	83189	130298
1169	83314	130312
1170	83437	130322
1171	83561	130333
1172	83682	130338
1173	83814	130362
1174	83941	130376
1175	84074	130401
1176	84203	130418
1177	84335	130441
1178	84466	130460
1179	84598	130482
1180	84719	130486
1181	84833	130479
1182	84946	130471
1183	85058	130460
1184	85177	130461
1185	85300	130468
1186	85408	130451
1187	85523	130444
1188	85639	130439
1189	85751	130428
1190	85869	130426
1191	85992	130431
1192	86112	130431
1193	86227	130424
1194	86350	130429
1195	86467	130423
1196	86584	130418
1197	86699	130410
1198	86811	130398
1199	86947	130420
1200	87069	130422
1201	87194	130428
1202	87313	130426
1203	87438	130430
1204	87563	130436
1205	87682	130432
1206	87787	130409
1207	87910	130409
1208	88035	130415
1209	88148	130401
1210	88262	130389
1211	88375	130376
1212	88485	130358
1213	88602	130348
1214	88719	130340
1215	88836	130332
1216	88959	130332
1217	89080	130329
1218	89210	130339
1219	89338	130346
1220	89454	130334
1221	89573	130328
1222	89695	130326
1223	89814	130319
1224	89938	130319
1225	90056	130310
1226	90167	130290
1227	90279	130272
1228	90396	130261
1229	90507	130243
1230	90625	130233
1231	90736	130213
1232	90862	130213
1233	90989	130217
1234	91098	130193
1235	91214	130179
1236	91330	130166
1237	91446	130152
1238	91571	130151
1239	91681	130128
1240	91801	130120
1241	91921	130111
1242	92041	130102
1243	92168	130103
1244	92282	130084
1245	92399	130071
1246	92510	130049
1247	92635	130045
1248	92760	130042
1249	92891	130048
1250	93014	130041
1251	93142	130041
1252	93257	130024
1253	93386	130026
1254	93503	130010
1255	93624	130000
1256	93755	130005
1257	93878	129997
1258	94004	129993
1259	94117	129971
1260	94243	129967
1261	94365	129958
1262	94489	129950
1263	94611	129941
1264	94735	129934
1265	94853	129917
1266	94975	129907
1267	95094	129892
1268	95225	129893
1269	95343	129876
1270	95469	129871
1271	95596	129866
1272	95715	129850
1273	95840	129842
1274	95952	129817
1275	96072	129802
1276	96193	129789
1277	96309	129769
1278	96426	129749
1279	96550	129739
1280	96666	129718
1281	96779	129694
1282	96892	129667
1283	97016	129657
1284	97138	129643
1285	97263	129634
1286	97374	129605
1287	97496	129591
1288	97620	129580
1289	97745	129569
1290	97871	129559
1291	97986	129536
1292	98104	129515
1293	98235	129512
1294	98353	129492
1295	98473	129474
1296	98593	129456
1297	98705	129427
1298	98820	129402
1299	98941	129385
1300	99053	129355
1301	99172	129335
1302	99293	129318
1303	99417	129303
1304	99535	129282
1305	99657	129265
1306	99783	129252
1307	99901	129230
1308	100023	129212
1309	100149	129200
1310	100273	129185
1311	100396	129169
1312	100517	129148
1313	100640	129131
1314	100755	129104
1315	100862	129067
1316	100979	129041
1317	101093	129013
1318	101214	128993
1319	101343	128982
1320	101456	128951
1321	101577	128931
1322	101709	128924
1323	101835	128910
1324	101962	128895
1325	102085	128877
1326	102214	128865
1327	102325	128831
1328	102455	128821
1329	102577	128800
1330	102707	128788
1331	102824	128761
1332	102953	128749
1333	103076	128730
1334	103199	128708
1335	103315	128680
1336	103441	128663
1337	103568	128647
1338	103686	128621
1339	103816	128608
1340	103926	128571
1341	104036	128534
1342	104154	128506
1343	104272	128478
1344	104395	128456
1345	104510	128425
1346	104633	128403
1347	104754	128378
1348	104859	128334
1349	104969	128296
1350	105091	128272
1351	105208	128242
1352	105323	128209
1353	105466	128210
1354	105588	128187
1355	105708	128159
1356	105828	128132
1357	105947	128104
1358	106078	128090
1359	106193	128057
1360	106307	128021
1361	106420	127985
1362	106544	127962
1363	106666	127937
1364	106783	127905
1365	106900	127873
1366	107016	127839
1367	107138	127813
1368	107262	127790
1369	107383	127763
1370	107502	127732
1371	107617	127697
1372	107741	127672
1373	107858	127640
1374	107979	127612
1375	108091	127573
1376	108205	127536
1377	108333	127516
1378	108452	127484
1379	108569	127451
1380	108687	127418
1381	108802	127382
1382	108918	127347
1383	109034	127311
1384	109153	127280
1385	109275	127251
1386	109390	127215
1387	109504	127176
1388	109614	127134
1389	109750	127121
1390	109869	127088
1391	109987	127054
1392	110108	127023
1393	110221	126984
1394	110346	126957
1395	110464	126922
1396	110587	126895
1397	110714	126869
1398	110839	126843
1399	110958	126810
1400	111079	126778
1401	111199	126745
1402	111311	126703
1403	111435	126674
1404	111557	126643
1405	111686	126620
1406	111810	126591
1407	111929	126557
1408	112044	126517
1409	112158	126476
1410	112272	126435
1411	112391	126400
1412	112511	126366
1413	112635	126336
1414	112762	126309
1415	112890	126284
1416	113017	126257
1417	113134	126219
1418	113252	126181
1419	113372	126147
1420	113491	126110
1421	113608	126071
1422	113733	126041
1423	113850	126003
1424	113973	125970
1425	114088	125929
1426	114202	125887
1427	114323	125851
1428	114443	125815
1429	114562	125778
1430	114679	125738
1431	114797	125699
1432	114916	125662
1433	115035	125624
1434	115152	125583
1435	115277	125553
1436	115403	125522
1437	115523	125485
1438	115646	125450
1439	115765	125412
1440	115889	125379
1441	116017	125350
1442	116129	125303
1443	116240	125256
1444	116364	125222
1445	116486	125186
1446	116610	125153
1447	116726	125110
1448	116840	125065
1449	116948	125014
1450	117071	124978
1451	117186	124934
1452	117305	124894
1453	117422	124852
1454	117534	124804
1455	117652	124762
1456	117777	124728
1457	117895	124688
1458	118017	124650
1459	118138	124612
1460	118252	124566
1461	118374	124528
1462	118491	124484
1463	118612	124445
1464	118715	124388
1465	118836	124348
1466	118957	124308
1467	119085	124276
1468	119201	124232
1469	119321	124191
1470	119438	124147
1471	119547	124095
1472	119643	124029
1473	119752	123977
1474	119853	123916
1475	119957	123858
1476	120060	123799
1477	120169	123746
1478	120292	123708
1479	120420	123674
1480	120548	123642
1481	120669	123600
1482	120787	123556
1483	120906	123513
1484	121026	123471
1485	121140	123422
1486	121260	123381
1487	121382	123340
1488	121496	123291
1489	121622	123254
1490	121735	123204
1491	121853	123160
1492	121964	123108
1493	122093	123073
1494	122205	123022
1495	122322	122976
1496	122445	122936
1497	122566	122894
1498	122670	122833
1499	122787	122787
1500	122902	122739
1501	123023	122695
1502	123138	122646
1503	123262	122607
1504	123367	122547
1505	123473	122489
1506	123588	122440
1507	123710	122397
1508	123829	122352
1509	123945	122303
1510	124063	122256
1511	124188	122216
1512	124313	122177
1513	124436	122135
1514	124544	122078
1515	124665	122034
1516	124776	121980
1517	124891	121929
1518	124997	121870
1519	125100	121808
1520	125233	121775
1521	125352	121728
1522	125459	121670
1523	125565	121610
1524	125682	121561
1525	125795	121508
1526	125913	121460
1527	126028	121410
1528	126139	121355
1529	126260	121309
1530	126386	121268
1531	126501	121217
1532	126610	121160
1533	126723	121106
1534	126839	121055
1535	126962	121011
1536	127080	120961
1537	127198	120913
1538	127323	120870
1539	127437	120817
1540	127569	120780
1541	127694	120738
1542	127808	120685
1543	127933	120642
1544	128059	120599
1545	128184	120556
1546	128308	120512
1547	128423	120459
1548	128543	120410
1549	128660	120360
1550	128775	120306
1551	128887	120251
1552	128997	120192
1553	129109	120136
1554	129231	120090
1555	129362	120051
1556	129485	120004
1557	129606	119957
1558	129725	119907
1559	129838	119851
1560	129959	119802
1561	130070	119744
1562	130193	119698
1563	130317	119652
1564	130439	119604
1565	130557	119552
1566	130682	119507
1567	130797	119452
1568	130917	119402
1569	131034	119349
1570	131155	119300
1571	131274	119249
1572	131389	119194
1573	131507	119142
1574	131628	119092
1575	131743	119037
1576	131863	118986
1577	131992	118943
1578	132109	118890
1579	132223	118833
1580	132328	118769
1581	132443	118713
1582	132565	118664
1583	132692	118618
1584	132819	118573
1585	132937	118520
1586	133059	118470
1587	133178	118418
1588	133290	118359
1589	133410	118307
1590	133534	118258
1591	133659	118211
1592	133782	118162
1593	133902	118110
1594	134023	118058
1595	134148	118009
1596	134257	117947
1597	134367	117887
1598	134488	117835
1599	134600	117775
1600	134705	117709
1601	134809	117643
1602	134911	117573
1603	135029	117519
1604	135134	117453
1605	135255	117401
1606	135378	117350
1607	135495	117294
1608	135613	117239
1609	135716	117171
1610	135826	117109
1611	135930	117042
1612	136044	116983
1613	136154	116921
1614	136270	116863
1615	136382	116802
1616	136480	116730
1617	136579	116658
1618	136677	116585
1619	136786	116521
1620	136896	116459
1621	137006	116396
1622	137125	116340
1623	137246	116287
1624	137374	116240
1625	137479	116172
1626	137586	116106
1627	137695	116043
1628	137804	115978
1629	137915	115916
1630	138021	115850
1631	138130	115786
1632	138241	115723
1633	138336	115647
1634	138441	115579
1635	138555	115519
1636	138669	115459
1637	138770	115387
1638	138873	115318
1639	139000	115268
1640	139102	115198
1641	139201	115125
1642	139306	115057
1643	139412	114990
1644	139512	114917
1645	139619	114850
1646	139728	114785
1647	139847	114729
1648	139974	114678
1649	140085	114615
1650	140193	114549
1651	140316	114495
1652	140435	114438
1653	140542	114370
1654	140661	114314
1655	140771	114249
1656	140893	114194
1657	141003	114129
1658	141111	114063
1659	141245	114017
1660	141369	113963
1661	141489	113906
1662	141611	113851
1663	141739	113800
1664	141867	113749
1665	141976	113683
