iter	MultiClass
140	0.5170312231
141	0.5164639362
142	0.5158484166
143	0.5154041005
144	0.5150173649
145	0.5145752877
146	0.5141344983
147	0.5136225282
148	0.5129479133
149	0.5125370355
150	0.512234525
151	0.5117692543
152	0.5113747728
153	0.5108320387
154	0.5103632136
155	0.5099804321
156	0.509460803
157	0.5090813459
158	0.5086693576
159	0.5081174613
160	0.5076198776
161	0.5071525087
162	0.5065859782
163	0.5060765058
164	0.5056399656
165	0.5051400288
166	0.5043372574
167	0.5040101224
168	0.5035905287
169	0.5032654486
170	0.5029712679
171	0.5025764195
172	0.5022243658
173	0.5017667024
174	0.5014582355
175	0.5010527653
176	0.5003117011
177	0.4998857438
178	0.4994068359
179	0.4991022523
180	0.4986481795
181	0.4982204061
182	0.4979504786
183	0.4975328598
184	0.4970619159
185	0.496824275
186	0.4965789696
187	0.4963288128
188	0.4959400144
189	0.4956008055
190	0.4951953952
191	0.4949833943
192	0.4944054162
193	0.4939438079
194	0.4935979293
195	0.493255443
196	0.4928644381
197	0.4922687318
198	0.4918353328
199	0.4913340785
200	0.4908579842
201	0.4906341936
202	0.4902103774
203	0.489872825
204	0.4895385764
205	0.4891576077
206	0.4889104543
207	0.4885789996
208	0.4882602024
209	0.4879254296
210	0.4875760342
211	0.4870224318
212	0.4866625485
213	0.4863254106
214	0.4858391692
215	0.4855840197
216	0.4853064913
217	0.4850386912
218	0.4848585028
219	0.4845751799
220	0.4843290213
221	0.4840606871
222	0.4836909199
223	0.4832937019
224	0.4829175091
225	0.4827066588
226	0.4823298456
227	0.4821348383
228	0.4817605748
229	0.4813148951
230	0.4811341737
231	0.4807349379
232	0.48043171
233	0.4800985587
234	0.4798149941
235	0.4795875163
236	0.4792731465
237	0.479012208
238	0.4786966832
239	0.478526055
240	0.47832385
241	0.478117337
242	0.4779904197
243	0.4777497639
244	0.4774096237
245	0.4772558731
246	0.4769552272
247	0.476772594
248	0.4765565441
249	0.4762365112
250	0.4758913408
251	0.4757857633
252	0.4755776189
253	0.4753659846
254	0.4751781435
255	0.474964798
256	0.4747374597
257	0.4745801662
258	0.4742986707
259	0.4739752438
260	0.4738399339
261	0.4736245408
262	0.4734398799
263	0.4732525775
264	0.472981027
265	0.4727406789
266	0.4726171976
267	0.4723114745
268	0.4721178264
269	0.4718130232
270	0.4715345425
271	0.4712315566
272	0.4709457077
273	0.4707953065
274	0.4705455613
275	0.470342746
276	0.4701737539
277	0.4699818951
278	0.4697955313
279	0.469623531
280	0.4694414818
281	0.4692889819
282	0.4691658018
283	0.4689292865
284	0.4688137736
285	0.4686053345
286	0.4683598701
287	0.4680924162
288	0.4678845018
289	0.4677179455
290	0.4674273568
291	0.4672089468
292	0.4669453546
293	0.4668401314
294	0.4666577023
295	0.4663453019
296	0.4661193434
297	0.4660027258
298	0.4658340116
299	0.4656207334
300	0.4653743538
301	0.4652271635
302	0.4650367049
303	0.4648137129
304	0.464711676
305	0.4645297489
306	0.464301483
307	0.4641804598
308	0.4639190889
309	0.4637577086
310	0.4636162385
311	0.4634509327
312	0.4633034413
313	0.4630992146
314	0.4629176079
315	0.462802208
316	0.462616569
317	0.4622677593
318	0.4620332679
319	0.4617966439
320	0.4615586534
321	0.461351072
322	0.4612390844
323	0.4610315464
324	0.460838145
325	0.4607094942
326	0.4605637138
327	0.4604481312
328	0.4603068702
329	0.4601425869
330	0.460047289
331	0.4599254443
332	0.459763748
333	0.4596733123
334	0.4595054972
335	0.459395418
336	0.4592511958
337	0.4590367346
338	0.4588090899
339	0.4585796777
340	0.4584225373
341	0.4582459769
342	0.4580486058
343	0.4578637053
344	0.4576432881
345	0.4575168698
346	0.457405157
347	0.4572435997
348	0.4571658309
349	0.4569915653
350	0.4567436253
351	0.4565014962
352	0.4564258126
353	0.4562991089
354	0.4561449313
355	0.4559914577
356	0.455829847
357	0.455617133
358	0.4553076864
359	0.4552171301
360	0.4550415965
361	0.4549192772
362	0.4548246
363	0.4547171163
364	0.4545351266
365	0.4544289889
366	0.4542584316
367	0.4541336195
368	0.4540031287
369	0.4538729336
370	0.453681882
371	0.4535578385
372	0.4534027614
373	0.4531952781
374	0.4531183028
375	0.4530104972
376	0.4528719381
377	0.452666365
378	0.4525166415
379	0.4524252965
380	0.4523337732
381	0.4522480894
382	0.4520881695
383	0.4519644697
384	0.4518846418
385	0.451701616
386	0.4514883341
387	0.4513561031
388	0.4511478563
389	0.451042458
390	0.4509200659
391	0.4507743475
392	0.4506684472
393	0.4505333401
394	0.4504079303
395	0.4502467779
396	0.4501475341
397	0.4499547248
398	0.4498496226
399	0.4497847552
400	0.4496694246
401	0.4495662156
402	0.449437959
403	0.4493528672
404	0.4492183817
405	0.4490629272
406	0.4489554307
407	0.4488617249
408	0.448716099
409	0.4486256179
410	0.4483899007
411	0.4482957321
412	0.4482414621
413	0.4481132729
414	0.4479769301
415	0.4478006086
416	0.4476634066
417	0.4474691706
418	0.4473263463
419	0.4472445556
420	0.44718292
421	0.4470681133
422	0.4469813388
423	0.4468563648
424	0.4467520978
425	0.4466426939
426	0.4465157283
427	0.4463989682
428	0.4462029703
429	0.4460758314
430	0.4459615157
431	0.4458346071
432	0.4456857754
433	0.4455736893
434	0.4454623503
435	0.4453782469
436	0.4452148977
437	0.4450778515
438	0.4449645135
439	0.4448506374
440	0.4447548144
441	0.4446114216
442	0.4445041059
443	0.4443811904
444	0.444297018
445	0.4442280013
446	0.444098211
447	0.443916495
448	0.4437854096
449	0.4436807511
450	0.4434621912
451	0.4433664405
452	0.4432963379
453	0.4432200865
454	0.4430976475
455	0.4429851985
456	0.4428637601
457	0.4425786555
458	0.442404463
459	0.4423265617
460	0.4421960511
461	0.4421042743
462	0.441954236
463	0.4418474033
464	0.4417907525
465	0.4417009747
466	0.4415897422
467	0.4414942759
468	0.4414065497
469	0.4413424757
470	0.4412570437
471	0.4411560352
472	0.4410360328
473	0.4408723349
474	0.4407644101
475	0.4406583201
476	0.4404269632
477	0.4402867696
478	0.4402119924
479	0.4401138813
480	0.4400240501
481	0.4399403051
482	0.4398865116
483	0.4397458993
484	0.4396552103
485	0.4395709602
486	0.439465088
487	0.4393843041
488	0.4392722758
489	0.4392165518
490	0.4391560983
491	0.4390951003
492	0.4389926902
493	0.4388717343
494	0.438789996
495	0.4386931532
496	0.4385766303
497	0.4384617816
498	0.4383734695
499	0.4382773735
500	0.4381208989
501	0.4380032131
502	0.4379040031
503	0.4378046309
504	0.4377175487
505	0.4376239094
506	0.4375484913
507	0.4374233959
508	0.4373425029
509	0.4371949307
510	0.4371396386
511	0.4370545438
512	0.4369584813
513	0.4368290251
514	0.4367084669
515	0.4366254099
516	0.4363757402
517	0.4362956148
518	0.4361971835
519	0.4361376752
520	0.4360174841
521	0.4359337585
522	0.4358293896
523	0.4357399255
524	0.435692536
525	0.4355242199
526	0.4353925526
527	0.4353291502
528	0.4352475794
529	0.4351565078
530	0.4349819889
531	0.4349081466
532	0.434834494
533	0.4347269199
534	0.434564492
535	0.4344237403
536	0.4342724011
537	0.4342049973
538	0.4341371355
539	0.4340428689
540	0.4339584201
541	0.4338801253
542	0.4337591902
543	0.4336811127
544	0.4336172711
545	0.4335346848
546	0.4334796211
547	0.4334070775
548	0.4332910002
549	0.4331422714
550	0.4330580614
551	0.432962081
552	0.4328531757
553	0.4327822863
554	0.4327344946
555	0.4326644234
556	0.4325510691
557	0.4324185066
558	0.4323280413
559	0.4322334036
560	0.4321323995
561	0.4319874896
562	0.4319334724
563	0.4318250055
564	0.4317749076
565	0.4316852617
566	0.4316462723
567	0.4315793787
568	0.4315035564
569	0.4314117618
570	0.4313202654
571	0.431188118
572	0.4311063771
573	0.4310710527
574	0.4309652425
575	0.4308825732
576	0.4307828747
577	0.4306524736
578	0.4306028016
579	0.4305590497
580	0.4303765878
581	0.430232656
582	0.4301556321
583	0.4300654303
584	0.4299986836
585	0.4298850887
586	0.429785218
587	0.4296600839
588	0.429605306
589	0.4295280014
590	0.4294395325
591	0.429320075
592	0.4291993634
593	0.4291378082
594	0.4290580443
595	0.4290095458
596	0.4289239542
597	0.4288354848
598	0.4286882708
599	0.4286094204
600	0.4285572334
601	0.4285144654
602	0.4283904007
603	0.4283231132
604	0.4282281791
605	0.4280704433
606	0.4279372383
607	0.4278633218
608	0.4277418068
609	0.427634938
610	0.4275446275
611	0.4274607432
612	0.4273329778
613	0.4272468431
614	0.4271391673
615	0.4270575681
616	0.4269549909
617	0.426856162
618	0.4267534542
619	0.4266953846
620	0.4266314581
621	0.4266069517
622	0.4265095023
623	0.4264670071
624	0.4264133286
625	0.4263380066
626	0.4262532858
627	0.4261416203
628	0.4260857121
629	0.4260080036
630	0.425897599
631	0.4258179982
632	0.4257351251
633	0.4256747598
634	0.4255694046
635	0.4254869837
636	0.425445791
637	0.4253096979
638	0.4251832759
639	0.4251271284
640	0.4250320892
641	0.4249572364
642	0.4248268822
643	0.4247478397
644	0.4246793539
645	0.4246196023
646	0.4245699609
647	0.4245003531
648	0.4244325089
649	0.4243536194
650	0.4242319774
651	0.4241858261
652	0.4240689373
653	0.4240008017
654	0.4238375814
655	0.4237877685
656	0.4236668476
657	0.4235596757
658	0.4234818028
659	0.4233679771
660	0.4232917988
661	0.4232011539
662	0.4231328829
663	0.4230526799
664	0.4229284975
665	0.4227829376
666	0.4226863597
667	0.4225994392
668	0.4225605462
669	0.4224531938
670	0.4223955149
671	0.4223626929
672	0.4222684413
673	0.4221886931
674	0.4220298062
675	0.4219673622
676	0.4218820002
677	0.4218265642
678	0.4217479504
679	0.421636821
680	0.4215521939
681	0.4214763509
682	0.4213836789
683	0.4213123194
684	0.4212500617
685	0.42115689
686	0.4211052782
687	0.4210174957
688	0.4209044189
689	0.4208250082
690	0.4207368832
691	0.4206721266
692	0.4205727384
693	0.4204639726
694	0.4203532297
695	0.4202715765
696	0.4201669461
697	0.4200869651
698	0.4200271464
699	0.4199266727
700	0.4198037278
701	0.4197548483
702	0.4196778877
703	0.4195892251
704	0.4195031747
705	0.4194425185
706	0.4193692166
707	0.41925278
708	0.4191931913
709	0.4191197911
710	0.4190427168
711	0.4189486174
712	0.4189044566
713	0.4188579376
714	0.4187919648
715	0.4187129482
716	0.4186318594
717	0.4185611368
718	0.4184611537
719	0.4184086124
720	0.4183047908
721	0.4182302072
722	0.4181600239
723	0.4180889784
724	0.4180403444
725	0.4179704507
726	0.4178540899
727	0.4177752166
728	0.4176785
729	0.4176122633
730	0.4175272671
731	0.4174756285
732	0.4173559827
733	0.4173028356
734	0.4171790317
735	0.4171457504
736	0.4170606358
737	0.4170185231
738	0.4169744953
739	0.4168483019
740	0.4167919239
741	0.416757123
742	0.4166805344
743	0.4166106712
744	0.4165214025
745	0.4164642293
746	0.4164001132
747	0.4163223571
748	0.4161944594
749	0.4161154085
750	0.4160786119
751	0.4160168433
752	0.4159429509
753	0.415870313
754	0.4158171847
755	0.4157700001
756	0.415716064
757	0.4156490408
758	0.4156152038
759	0.4155374833
760	0.4154729298
761	0.4154104618
762	0.4153358898
763	0.4152931585
764	0.4152529007
765	0.4151675946
766	0.4151198495
767	0.4150400742
768	0.4149995627
769	0.4149110852
770	0.4148375308
771	0.4147896476
772	0.4146948822
773	0.4146293197
774	0.4145730083
775	0.4145356956
776	0.4144850877
777	0.41442286
778	0.4143588843
779	0.4142710509
780	0.414161201
781	0.414087477
782	0.4140301549
783	0.413957605
784	0.4138582892
785	0.4137586441
786	0.4136775703
787	0.4135722836
788	0.4135278862
789	0.4134521223
790	0.4133997543
791	0.4133155949
792	0.4132517967
793	0.4131832036
794	0.4131314768
795	0.4130712424
796	0.4129981748
797	0.4129462479
798	0.4128910097
799	0.4128527375
800	0.412814512
801	0.4127465195
802	0.4126954837
803	0.4125950041
804	0.4125424098
805	0.4124665874
806	0.4123562011
807	0.4122892535
808	0.412204093
809	0.4121561883
810	0.4121137368
811	0.4120643851
812	0.4119889356
813	0.4119506247
814	0.4119098738
815	0.4118148296
816	0.4117385402
817	0.4116849309
818	0.4116330204
819	0.41157091
820	0.411516012
821	0.4114652312
822	0.4114077061
823	0.4113494535
824	0.4113003413
825	0.4112558321
826	0.4111924223
827	0.4110959751
828	0.4110167076
829	0.4109603389
830	0.4109037993
831	0.4108035563
832	0.4107275241
833	0.4106527333
834	0.4105764298
835	0.4104853789
836	0.4103798527
837	0.4103367026
838	0.4102457024
839	0.4101921726
840	0.4101211934
841	0.4100774994
842	0.4100171212
843	0.4099660849
844	0.4098714732
845	0.4097772819
846	0.4097256614
847	0.4096876558
848	0.4096248904
849	0.409565789
850	0.4095137859
851	0.4094695671
852	0.4094108536
853	0.4093808584
854	0.4093302264
855	0.4092608755
856	0.4092279166
857	0.4091813455
858	0.4091008721
859	0.4090583358
860	0.408981974
861	0.4089094938
862	0.4088492547
863	0.4087859802
864	0.4087032844
865	0.4086633848
866	0.4086254574
867	0.4085430334
868	0.4084648264
869	0.4084056508
870	0.4082999196
871	0.4082219006
872	0.4081752762
873	0.4081361645
874	0.4080843003
875	0.4080339326
876	0.4079412568
877	0.4078613591
878	0.4077913495
879	0.4077162428
880	0.4076245172
881	0.4075635548
882	0.4075254681
883	0.4074777212
884	0.4074211547
885	0.4073745939
886	0.4073190068
887	0.4072275232
888	0.4071684328
889	0.4071286839
890	0.407082263
891	0.4070313089
892	0.4069798015
893	0.4068968544
894	0.4068101795
895	0.4067364865
896	0.4066669483
897	0.406639677
898	0.4065327283
899	0.4064773958
900	0.4064119393
901	0.4063720256
902	0.4062866718
903	0.4062083746
904	0.4061405069
905	0.4060714061
906	0.4059936777
907	0.4059201183
908	0.4058703518
909	0.4058343539
910	0.4057221932
911	0.4056808297
912	0.4056548896
913	0.4056259844
914	0.4055420174
915	0.4054722521
916	0.4054007145
917	0.4053041774
918	0.4052706663
919	0.4052384993
920	0.4051927038
921	0.4051409578
922	0.4050547146
923	0.4050017747
924	0.4049401457
925	0.4048348022
926	0.4048084344
927	0.4047899056
928	0.4047256673
929	0.4046580479
930	0.4046290192
931	0.404552641
932	0.4044388971
933	0.4043805383
934	0.4042757675
935	0.4042136405
936	0.4041650644
937	0.404115428
938	0.4040187951
939	0.4039454153
940	0.4038439951
941	0.4038167207
942	0.4037827774
943	0.4037109175
944	0.4036502006
945	0.4036113026
946	0.4035645321
947	0.4034605901
948	0.4034102156
949	0.4033555907
950	0.4033034411
951	0.4032285555
952	0.4031824486
953	0.4031489437
954	0.4030978628
955	0.4030622239
956	0.4030153294
957	0.4029678827
958	0.4029322925
959	0.4028710829
960	0.4028316206
961	0.4027868748
962	0.4027630625
963	0.4026908144
964	0.4025971829
965	0.4025480674
966	0.4025175469
967	0.4024492474
968	0.4024096174
969	0.4023672858
970	0.4023393537
971	0.402295476
972	0.4022093325
973	0.4021433559
974	0.402080809
975	0.4020501841
976	0.4020133969
977	0.4019444624
978	0.4018972205
979	0.401841563
980	0.4017656177
981	0.4017127419
982	0.4016751988
983	0.401635382
984	0.4015577832
985	0.4015363094
986	0.4015017438
987	0.4014617072
988	0.4014233885
989	0.4013514201
990	0.4012461001
991	0.4011853854
992	0.4011013406
993	0.4010542513
994	0.4009931601
995	0.4009549651
996	0.4009187694
997	0.400882879
998	0.4008387067
999	0.4008001842
1000	0.4007200644
1001	0.4006564562
1002	0.4005965053
1003	0.4005567621
1004	0.4005140916
1005	0.4004736407
1006	0.4004253183
1007	0.4003954435
1008	0.4003697425
1009	0.4003215772
1010	0.4002680653
1011	0.4002038269
1012	0.4001628587
1013	0.4000641373
1014	0.4000067307
1015	0.3999620721
1016	0.3999159847
1017	0.3998396384
1018	0.39979494
1019	0.3997586131
1020	0.3997160666
1021	0.399639468
1022	0.399603313
1023	0.3995324216
1024	0.3994777164
1025	0.399448497
1026	0.3993817499
1027	0.3993598597
1028	0.3993346652
1029	0.3992628671
1030	0.3992043094
1031	0.3991638557
1032	0.3991135283
1033	0.3990656927
1034	0.3990255449
1035	0.3989641326
1036	0.3989071507
1037	0.3988508091
1038	0.3988060009
1039	0.3987563899
1040	0.39869804
1041	0.3986312758
1042	0.3986063572
1043	0.3985298772
1044	0.3984606012
1045	0.3983807825
1046	0.3983046865
1047	0.398263292
1048	0.3982361491
1049	0.39818799
1050	0.3981337588
1051	0.398060915
1052	0.3980230109
1053	0.3979733531
1054	0.3979344167
1055	0.3978766663
1056	0.397840188
1057	0.3978055266
1058	0.3977692267
1059	0.397705742
1060	0.3976570092
1061	0.3976076138
1062	0.3975739559
1063	0.3975177157
1064	0.3974950463
1065	0.3974423599
1066	0.3973971577
1067	0.3973731541
1068	0.3973255625
1069	0.3972895271
1070	0.3972575983
1071	0.3972095852
1072	0.3971457498
1073	0.3971042801
1074	0.3970299946
1075	0.3969638936
1076	0.3969404891
1077	0.3968833966
1078	0.3968154122
1079	0.3967729082
1080	0.3967275532
1081	0.3966610617
1082	0.3966083733
1083	0.3965488843
1084	0.3965125276
1085	0.3964825039
1086	0.3964443278
1087	0.3963946308
1088	0.3963380281
1089	0.3962804184
1090	0.3962315727
1091	0.3961907134
1092	0.3961431516
1093	0.3960488501
1094	0.3959919078
1095	0.3959337254
1096	0.3958881351
1097	0.3958440445
1098	0.395779869
1099	0.3957347114
1100	0.3956669497
1101	0.3956055972
1102	0.395558711
1103	0.395496468
1104	0.3954486126
1105	0.3954046131
1106	0.3953412849
1107	0.395287386
1108	0.3952332184
1109	0.3951659138
1110	0.3951191844
1111	0.3950924955
1112	0.3950400001
1113	0.3950169219
1114	0.3949366301
1115	0.394883887
1116	0.3948308494
1117	0.3947918112
1118	0.394764682
1119	0.3946931394
1120	0.3946481435
1121	0.394582183
1122	0.3945227751
1123	0.3944750034
1124	0.3943977689
1125	0.394344488
1126	0.3943058886
1127	0.394253914
1128	0.3942074546
1129	0.3941445133
1130	0.3940866101
1131	0.3940351766
1132	0.3939872436
1133	0.3939546941
1134	0.3938863177
1135	0.393830139
1136	0.3937842199
1137	0.393716834
1138	0.393658092
1139	0.3936007908
1140	0.3935525513
1141	0.393482256
1142	0.3934318162
1143	0.393383549
1144	0.3933049016
1145	0.3932542065
1146	0.3932158125
1147	0.3931745078
1148	0.3931390491
1149	0.3931069351
1150	0.3930552871
1151	0.3930188271
1152	0.3929725595
1153	0.3928614506
1154	0.3928119274
1155	0.3927373447
1156	0.3926908943
1157	0.3926668748
1158	0.3926196183
1159	0.3925755999
1160	0.3925431604
1161	0.3924827051
1162	0.3924065117
1163	0.3923668556
1164	0.3923109735
1165	0.3922776354
1166	0.3922390826
1167	0.3922017327
1168	0.3921407373
1169	0.3921075447
1170	0.3920595654
1171	0.3920392073
1172	0.3919899888
1173	0.3919534326
1174	0.3918906497
1175	0.3918452121
1176	0.391803056
1177	0.3917733568
1178	0.3917436321
1179	0.3917100882
1180	0.391644003
1181	0.3915987714
1182	0.3915091619
1183	0.3914872708
1184	0.3914402698
1185	0.3914095008
1186	0.3913356867
1187	0.3912905734
1188	0.3912301795
1189	0.3911784233
1190	0.3911462014
1191	0.3911045856
1192	0.3910466648
1193	0.3910158647
1194	0.3909838463
1195	0.3909114693
1196	0.3908734608
1197	0.390812677
1198	0.390738666
1199	0.3907168355
1200	0.3906950208
1201	0.3906578409
1202	0.3906045354
1203	0.3905700237
1204	0.3905263804
1205	0.3904652368
1206	0.3904001515
1207	0.3903627301
1208	0.3903385663
1209	0.390271346
1210	0.3902209038
1211	0.3901844381
1212	0.390127157
1213	0.3900531457
1214	0.3900167621
1215	0.3899912586
1216	0.389932499
1217	0.3898995087
1218	0.3898723264
1219	0.3898268296
1220	0.3897636581
1221	0.389743913
1222	0.3897012021
1223	0.3896774772
1224	0.3896289305
1225	0.3895607901
1226	0.389500763
1227	0.3894322836
1228	0.38938693
1229	0.3893455869
1230	0.3892878386
1231	0.3892570329
1232	0.3891940611
1233	0.3891748844
1234	0.3891196038
1235	0.3890614455
1236	0.3890013753
1237	0.3889729499
1238	0.388943173
1239	0.3888754731
1240	0.3888396284
1241	0.3887986448
1242	0.3887755502
1243	0.3887468074
1244	0.3886773142
1245	0.3886368671
1246	0.3885558194
1247	0.3884810462
1248	0.3884382834
1249	0.3884165111
1250	0.3883689149
1251	0.3883419307
1252	0.3883020004
1253	0.3882810767
1254	0.3882238807
1255	0.3881827148
1256	0.388153381
1257	0.3880899786
1258	0.3880609843
1259	0.3880135335
1260	0.3879650985
1261	0.3878988174
1262	0.3878659839
1263	0.3878250135
1264	0.3877820615
1265	0.3877219332
1266	0.3876789884
1267	0.3876261004
1268	0.387597529
1269	0.3875400491
1270	0.3875110219
1271	0.3874761604
1272	0.3873847896
1273	0.3873310247
1274	0.3872739884
1275	0.3871925655
1276	0.3871560664
1277	0.3870684208
1278	0.3870075599
1279	0.3869731308
1280	0.3869124224
1281	0.386817451
1282	0.3867336569
1283	0.386704156
1284	0.3866475203
1285	0.3866209052
1286	0.3865540747
1287	0.3865148026
1288	0.3864839657
1289	0.3864225543
1290	0.3863891715
1291	0.3863397747
1292	0.3862630567
1293	0.3862415846
1294	0.3862200209
1295	0.3861953051
1296	0.3861535103
1297	0.3860974742
1298	0.3860463656
1299	0.3860154942
1300	0.3859676336
1301	0.3859312529
1302	0.3859037043
1303	0.3858485855
1304	0.3857996792
1305	0.3857574981
1306	0.3857001715
1307	0.3856509323
1308	0.3855985847
1309	0.3855606842
1310	0.3855133101
1311	0.3854641177
1312	0.3854178574
1313	0.385364188
1314	0.3853048461
1315	0.385245821
1316	0.3852045866
1317	0.3851430728
1318	0.3850743132
1319	0.3850421918
1320	0.3849771045
1321	0.3849341074
1322	0.3848984001
1323	0.3848706831
1324	0.384824898
1325	0.3847735902
1326	0.3847542648
1327	0.3847100148
1328	0.3846712227
1329	0.384640256
1330	0.3846103961
1331	0.3845498069
1332	0.3845195533
1333	0.3844666495
1334	0.3843956332
1335	0.3843676578
1336	0.3843106585
1337	0.3842767267
1338	0.384249053
1339	0.3841932614
1340	0.3841414498
1341	0.3840996961
1342	0.3840533977
1343	0.3840239092
1344	0.3839810238
1345	0.3839426407
1346	0.3839160884
1347	0.38386833
1348	0.3838294523
1349	0.3838030193
1350	0.3837753328
1351	0.3837335759
1352	0.3836794049
1353	0.3836341791
1354	0.3836103471
1355	0.3835730179
1356	0.3835459466
1357	0.3834913183
1358	0.3834608409
1359	0.383431369
1360	0.3833863726
1361	0.3833241949
1362	0.3833000878
1363	0.3832476536
1364	0.3832073626
1365	0.3831341526
1366	0.3830962725
1367	0.3830368732
1368	0.3830096897
1369	0.3829746773
1370	0.3829393888
1371	0.3828982221
1372	0.3828534774
1373	0.3828143542
1374	0.3827690731
1375	0.3827054817
1376	0.3826315098
1377	0.3825902737
1378	0.3825564939
1379	0.38252507
1380	0.3824590701
1381	0.3824019556
1382	0.3823492459
1383	0.3823093151
1384	0.3822519939
1385	0.3822256131
1386	0.3821779145
1387	0.3821335478
1388	0.3820731524
1389	0.3820477813
1390	0.3820015359
1391	0.3819717359
1392	0.3819221326
1393	0.3818554394
1394	0.3818252546
1395	0.3817737221
1396	0.3817321327
1397	0.3816808213
1398	0.3816433044
1399	0.381597346
1400	0.3815439723
1401	0.3814799108
1402	0.3814293908
1403	0.3813637361
1404	0.381321567
1405	0.3813008108
1406	0.3812743779
1407	0.3812199663
1408	0.3811485883
1409	0.3811107139
1410	0.3810706201
1411	0.3810239458
1412	0.3809792792
1413	0.3809552723
1414	0.3809097286
1415	0.3808813308
1416	0.3808407749
1417	0.3808065784
1418	0.3807777293
1419	0.3807291957
1420	0.3806712613
1421	0.3806114802
1422	0.3805813851
1423	0.3805493673
1424	0.3805252819
1425	0.3804956044
1426	0.3804372082
1427	0.3804116273
1428	0.3803615475
1429	0.3803416475
1430	0.3802789371
1431	0.3802241548
1432	0.3801980714
1433	0.3801701769
1434	0.3800999759
1435	0.3800732355
1436	0.3800539183
1437	0.3800167726
1438	0.3799783029
1439	0.3799455979
1440	0.3799121143
1441	0.3798765507
1442	0.379845224
1443	0.3798088333
1444	0.379788103
1445	0.3797355311
1446	0.3796928533
1447	0.3796400832
1448	0.3795796787
1449	0.3795360028
1450	0.3794983364
1451	0.3794482298
1452	0.3793860475
1453	0.3793298263
1454	0.3792873853
1455	0.3792428817
1456	0.3792116728
1457	0.3791694797
1458	0.379136434
1459	0.3790987372
1460	0.379054302
1461	0.3790231171
1462	0.3789584517
1463	0.3789259851
1464	0.3788717219
1465	0.3788326591
1466	0.3787972854
1467	0.3787520205
1468	0.3786998824
1469	0.3786435342
1470	0.3786156813
1471	0.3785775071
1472	0.3785387597
1473	0.3785178903
1474	0.3784781078
1475	0.3784133792
1476	0.3783714771
1477	0.3783405693
1478	0.3783124402
1479	0.3782926689
1480	0.3782665548
1481	0.3782259362
1482	0.3781845867
1483	0.3781611536
1484	0.3780995464
1485	0.3780544657
1486	0.3780095091
1487	0.3779797137
1488	0.3779280212
1489	0.3778655837
1490	0.3778115481
1491	0.3777942374
1492	0.3777428723
1493	0.3777086848
1494	0.3776433079
1495	0.3776246487
1496	0.3775753955
1497	0.3775375787
1498	0.3774986866
1499	0.3774680434
1500	0.3774089061
1501	0.3773693391
1502	0.3773382084
1503	0.3773057207
1504	0.3772760256
1505	0.3772425007
1506	0.3771813586
1507	0.3771386317
1508	0.3770803658
1509	0.3770508681
1510	0.3770100822
1511	0.3769574261
1512	0.3769175068
